epsilon,train_sample_robustness_0masks,train_sample_robustness_10masks,train_sample_robustness_30masks,trivial_nb_0masks,trivial_nb_10masks,trivial_nb_30masks
0.902,0.009952507082513653,0.02672126209865433,0.02941595355648241,0,0,0
0.904,0.009952507082513653,0.02613271207190206,0.03182365821137808,0,0,0
0.906,0.01460431841922347,0.024851687252046173,0.03189838176462414,0,0,0
0.908,0.017245116047894988,0.03048816716058538,0.03184391553368733,0,0,0
0.91,0.01072598168029413,0.023808149168212007,0.02612039665238879,0,0,0
0.912,0.01072598168029413,0.024026014091959282,0.025484245029565478,0,0,0
0.914,0.014320752922124197,0.024404007118188544,0.026826113440662054,0,0,0
0.916,0.014587633092927507,0.025908347845672492,0.029479793118008767,0,0,0
0.918,0.011380650873186942,0.0196601578694608,0.025850933662856967,0,0,0
0.92,0.011380650873186942,0.02067129434152576,0.026831325819719715,0,0,0
0.922,0.011757907677282874,0.024209128651010534,0.030393997604508373,0,0,0
0.924,0.00922670682782144,0.02045588872521925,0.025708708495969478,0,0,0
0.926,0.00922670682782144,0.02045588872521925,0.025274869016576856,0,0,0
0.928,0.00922670682782144,0.023647970968854515,0.02608831804043803,0,0,0
0.93,0.005663275842055853,0.01939005406599286,0.02301225912482105,0,0,0
0.932,0.005663275842055853,0.019817062339278158,0.02301225912482105,0,0,0
0.934,0.002903485187974779,0.018375636075070333,0.021162190690188525,0,0,0
0.936,0.004087317022831068,0.018375636075070333,0.022734858802986792,0,0,0
0.938,0.0012381920999691332,0.018239359386562126,0.023628460355729415,0,0,0
0.94,0.005871792905536835,0.023980683789277233,0.02663795060055706,0,0,0
0.942,0.005285731490074114,0.021768296080867555,0.025218518297686558,0,0,0
0.944,0.006620132344090662,0.02304932090072344,0.025218518297686558,0,0,0
0.946,0.0037632258596962827,0.023598263287180638,0.023598263287180638,0,0,0
0.948,0.0037265506571574638,0.02224805125551966,0.02224805125551966,0,0,0
0.95,0.003603233473292102,0.02004474471392305,0.02064387325422806,0,0,0
0.952,0.004784755354769259,0.02004474471392305,0.02064387325422806,0,0,0
0.954,0.0036078488102839687,0.019729928165214728,0.019729928165214728,0,0,0
0.956,0.0049386890487034445,0.018762242232302086,0.018762242232302086,0,0,0
0.958,0.006043759357079809,0.018009796941530053,0.018009796941530053,0,0,0
0.96,0.004706717353103291,0.016611658428307318,0.016878538599110628,0,0,0
0.962,0.005784197498555116,0.01428718827029524,0.014605736673732378,0,0,0
0.964,0.008291119898696566,0.013641495047844534,0.014121025454527075,0,0,0
0.966,0.008163901607736005,0.013421073593181159,0.012444934764547753,0,0,0
0.968,0.007199516461992496,0.01277439795624113,0.012660814681812474,0,0,0
0.97,0.005582692999604349,0.012127333038031107,0.011854475561883885,0,0,0
0.972,0.004180873883344075,0.01137219753124292,0.010456456543572303,0,0,0
0.974,0.006479172798241862,0.01013261157279351,0.009639153368913248,0,0,0
0.976,0.006210031170535274,0.008777116900883678,0.008285068008200282,0,0,0
0.978,0.006513244728445729,0.00745699005195991,0.006499104832327485,0,0,0
0.98,0.004893959373522111,0.006253147425458525,0.006068149963097574,0,0,0
0.981,0.00430042347473,0.005854496587954245,0.006356070903029418,0,0,0
0.982,0.0035987638118572503,0.005239801822738717,0.0063053251993780675,0,0,0
0.983,0.005208572265406482,0.004813802427870839,0.0060892306564740385,0,0,0
0.984,0.004068559500145211,0.0045064195354795125,0.005712879497362116,0,0,0
0.985,0.004012932870219513,0.00331768219151785,0.004641105809331081,0,0,0
0.986,0.003063717415701334,0.0030175927984677194,0.2034043442443454,0,0,1
0.987,0.0023187670369874134,0.003176158604495591,0.4022661045117193,0,0,2
0.988,0.002148776035887199,0.0032324498230600156,0.8006955591225253,0,0,4
0.989,0.001458071036399461,0.0033968187253879496,1.0,0,0,5
0.99,0.0023336222858113846,0.20226906072805956,1.0,0,1,5
0.9902,0.0021912437346242467,0.601191715899953,1.0,0,3,5
0.9904,0.002156988947517749,0.601191715899953,1.0,0,3,5
0.9906,0.0020760805699459794,0.6011372496690163,1.0,0,3,5
0.9908,0.0019873595519026626,0.6010838736348556,1.0,0,3,5
0.991,0.001838130043294225,0.6010294074039189,1.0,0,3,5
0.9912,0.0018107262136090266,0.6009749411729819,1.0,0,3,5
0.9914,0.002210330657209123,0.6009749411729819,1.0,0,3,5
0.9916,0.0021023598783857333,0.6009204749420451,1.0,0,3,5
0.9918,0.0020796831190533346,0.6008670989078845,1.0,0,3,5
0.992,0.0019847664538513747,0.6008126326769477,1.0,0,3,5
0.9922,0.0018972047229862143,0.6008126326769477,1.0,0,3,5
0.9924,0.0017618853867992254,0.6007581664460109,1.0,0,3,5
0.9926,0.001720862550753827,0.800160128102482,1.0,0,4,5
0.9928,0.0016396201642336662,0.800160128102482,1.0,0,4,5
0.993,0.0015259307211109908,0.8004270082732852,1.0,0,4,5
0.9932,0.0013904029271749217,0.8004270082732852,1.0,0,4,5
0.9934,0.0013220502221336727,0.8004270082732852,1.0,0,4,5
0.9936,0.0011998036879358625,1.0,1.0,0,5,5
0.9938,0.001078074948733952,1.0,1.0,0,5,5
0.994,0.0009562176958061325,1.0,1.0,0,5,5
0.9942,0.0008878649907648837,1.0,1.0,0,5,5
0.9944,0.0007656184565670732,1.0,1.0,0,5,5
0.9946,0.000614790366994143,1.0,1.0,0,5,5
0.9948,0.0007323120319312502,1.0,1.0,0,5,5
0.995,0.000554398866888534,1.0,1.0,0,5,5
0.9952,0.0003901833937847263,1.0,1.0,0,5,5
0.9954,0.00028745309138496444,1.0,1.0,0,5,5
0.9956,0.0003351655245919407,1.0,1.0,0,5,5
0.9958,0.0005326560440317656,1.0,1.0,0,5,5
0.996,0.0004875724785501004,1.0,1.0,0,5,5
0.9962,0.0003762820783837545,1.0,1.0,0,5,5
0.9964,0.0003107776741199485,1.0,1.0,0,5,5
0.9966,0.0002570599539467902,1.0,1.0,0,5,5
0.9968,0.0003546726358314468,1.0,1.0,0,5,5
0.997,0.0002857567602113332,1.0,1.0,0,5,5
0.9972,0.00031979040103684097,1.0,1.0,0,5,5
0.9974,0.000347660710097358,1.0,1.0,0,5,5
0.9976,0.2001907647498827,1.0,1.0,1,5,5
0.9978,0.20022511787301825,1.0,1.0,1,5,5
0.998,0.20025317070827842,1.0,1.0,1,5,5
0.9982,0.20023272246739038,1.0,1.0,1,5,5
0.9984,0.20016343536611703,1.0,1.0,1,5,5
0.9986,0.40014151409316445,1.0,1.0,2,5,5
0.9988,0.600088148616263,1.0,1.0,3,5,5
0.999,0.8000274038296851,1.0,1.0,4,5,5
0.9992,0.8000274038296851,1.0,1.0,4,5,5
0.9994,0.8000205528722638,1.0,1.0,4,5,5
0.9996,1.0,1.0,1.0,5,5,5
0.9998,1.0,1.0,1.0,5,5,5
